DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
04M964,CENTRAL PARK EAST II,52%,77%,78%,4.28,3.53,4.11,N/A,3.95,3.14
05M030,P.S. 030 HERNANDEZ/HUGHES,82%,93%,N/A,3.98,3.82,3.41,N/A,3.45,3.82
05M036,P.S. 036 MARGARET DOUGLAS,42%,63%,N/A,2.73,2.77,3.01,N/A,3.13,2.68
05M046,P.S. 046 ARTHUR TAPPAN,53%,79%,89%,3.12,2.84,2.75,N/A,2.95,3.34
05M092,P.S. 092 MARY MCLEOD BETHUNE,91%,59%,N/A,2.94,2.91,2.68,N/A,3.60,2.57
05M123,P.S. 123 MAHALIA JACKSON,100%,87%,98%,N/A,N/A,N/A,N/A,N/A,3.55
05M125,P.S. 125 RALPH BUNCHE,36%,92%,N/A,3.25,3.69,3.50,N/A,3.89,3.51
05M129,P.S. 129 JOHN H. FINLEY,36%,56%,72%,2.82,2.34,2.37,N/A,1.83,3.24
05M133,P.S. 133 FRED R MOORE,76%,100%,N/A,3.43,3.13,2.78,N/A,3.50,4.00
05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,17%,33%,37%,3.65,4.18,3.28,N/A,N/A,N/A
05M154,P.S. 154 HARRIET TUBMAN,100%,76%,N/A,3.45,3.87,3.61,N/A,4.41,4.04
05M157,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,47%,78%,70%,2.27,3.36,2.22,N/A,3.67,2.56
05M161,P.S. 161 PEDRO ALBIZU CAMPOS,29%,97%,79%,3.24,3.52,2.60,N/A,3.77,3.84
05M175,P.S. 175 HENRY H GARNET,77%,88%,N/A,3.63,3.38,3.01,N/A,4.03,3.18
05M194,P.S. 194 COUNTEE CULLEN,100%,96%,N/A,N/A,N/A,N/A,N/A,N/A,2.92
05M197,P.S. 197 JOHN B. RUSSWURM,100%,63%,N/A,3.70,4.01,3.29,N/A,4.78,4.70
05M200,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,46%,81%,N/A,3.21,3.26,2.85,N/A,2.99,3.74
05M285,HARLEM RENAISSANCE HIGH SCHOOL,13%,61%,30%,2.40,2.85,2.78,N/A,2.34,3.29
05M286,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,23%,71%,37%,2.56,2.32,2.69,N/A,3.16,2.88
05M302,KAPPA IV,74%,100%,84%,N/A,N/A,N/A,N/A,N/A,N/A
05M304,MOTT HALL HIGH SCHOOL,90%,95%,100%,3.62,3.67,2.93,N/A,4.16,3.90
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,80%,94%,N/A,3.67,3.31,3.81,N/A,4.40,3.98
05M362,COLUMBIA SECONDARY SCHOOL,28%,42%,45%,4.01,3.65,4.35,N/A,4.15,3.78
05M367,ACADEMY FOR SOCIAL ACTION,28%,100%,88%,N/A,N/A,N/A,N/A,N/A,N/A
05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,42%,93%,74%,3.57,3.66,3.33,N/A,3.48,3.75
05M499,FREDERICK DOUGLASS ACADEMY,10%,46%,57%,2.17,2.00,1.93,N/A,N/A,N/A
05M514,NEW DESIGN MIDDLE SCHOOL,7%,29%,74%,N/A,N/A,N/A,N/A,N/A,N/A
05M517,TEACHERS COLLEGE COMMUNITY SCHOOL,60%,100%,0%,2.34,2.93,3.43,N/A,4.23,3.67
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,37%,54%,71%,4.36,3.70,3.28,N/A,3.51,3.61
05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",36%,94%,88%,4.28,3.49,4.81,N/A,3.92,3.34
06M004,P.S. 004 DUKE ELLINGTON,83%,96%,N/A,2.49,3.00,2.69,N/A,2.71,2.55
06M005,P.S. 005 ELLEN LURIE,82%,79%,N/A,N/A,N/A,N/A,N/A,N/A,3.98
06M008,P.S. 008 LUIS BELLIARD,99%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.64
06M018,P.S. 018 PARK TERRACE,86%,97%,98%,N/A,N/A,N/A,N/A,N/A,4.35
06M028,P.S. 028 WRIGHT BROTHERS,89%,100%,N/A,3.80,4.09,3.87,N/A,3.80,4.03
06M048,P.S. 048 P.O. MICHAEL J. BUCZEK,73%,50%,N/A,3.83,3.33,3.26,N/A,2.57,3.37
06M052,J.H.S. 052 INWOOD,79%,100%,100%,3.40,2.91,3.50,N/A,4.10,3.65
06M098,P.S. 098 SHORAC KAPPOCK,86%,61%,N/A,2.46,2.60,2.95,N/A,2.99,1.98
06M103,DOS PUENTES ELEMENTARY SCHOOL,95%,100%,N/A,3.89,4.21,3.98,N/A,4.24,4.62
06M115,P.S. 115 ALEXANDER HUMBOLDT,74%,81%,N/A,3.65,3.52,3.46,N/A,3.59,3.95
06M128,P.S. 128 AUDUBON,63%,89%,N/A,4.34,4.34,4.05,N/A,3.59,3.98
06M132,P.S. 132 JUAN PABLO DUARTE,81%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.14
06M143,J.H.S. 143 ELEANOR ROOSEVELT,70%,100%,97%,3.77,3.13,2.86,N/A,3.27,3.91
06M152,P.S. 152 DYCKMAN VALLEY,100%,87%,N/A,3.65,4.49,3.55,N/A,4.23,4.05
06M153,P.S. 153 ADAM CLAYTON POWELL,83%,57%,N/A,4.64,4.17,4.58,N/A,4.48,4.30
06M173,P.S. 173,71%,90%,N/A,3.91,3.80,2.53,N/A,4.34,4.63
06M178,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,100%,100%,N/A,4.70,4.17,4.04,N/A,4.48,4.81
06M187,P.S./I.S. 187 HUDSON CLIFFS,63%,51%,90%,3.63,3.93,3.95,N/A,4.36,3.90
06M189,P.S. 189,87%,81%,N/A,N/A,N/A,N/A,N/A,N/A,3.26
06M192,P.S. 192 JACOB H. SCHIFF,88%,84%,N/A,3.46,2.84,3.13,N/A,3.42,4.44
06M209,HAMILTON GRANGE MIDDLE SCHOOL,79%,96%,95%,3.45,3.91,3.74,N/A,4.20,3.61
06M210,P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,98%,95%,100%,3.63,3.69,3.80,N/A,3.85,3.79
06M211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TECHNOLOGIES,45%,85%,85%,2.16,3.05,2.60,N/A,4.30,3.57
06M218,I.S. 218 SALOME URENA,99%,37%,77%,N/A,N/A,N/A,N/A,N/A,N/A
06M223,THE MOTT HALL SCHOOL,70%,100%,99%,3.64,3.70,2.90,N/A,3.83,4.07
06M278,PAULA HEDBAVNY SCHOOL,56%,100%,98%,3.94,4.46,4.14,N/A,4.36,4.53
06M293,CITY COLLEGE ACADEMY OF THE ARTS,83%,44%,87%,3.33,3.12,3.24,N/A,3.40,3.31
06M311,AMISTAD DUAL LANGUAGE SCHOOL,91%,100%,99%,3.66,3.99,3.82,N/A,3.94,4.18
06M314,MUSCOTA,85%,95%,N/A,4.35,4.47,3.70,N/A,4.69,4.26
06M319,M.S. 319 - MARIA TERESA,92%,74%,97%,4.18,3.64,4.59,N/A,4.48,3.86
06M322,MIDDLE SCHOOL 322,90%,83%,90%,N/A,N/A,N/A,N/A,N/A,3.87
06M324,M.S. 324 - PATRIA MIRABAL,76%,51%,98%,4.41,3.83,4.79,N/A,3.62,3.86
06M328,COMMUNITY MATH & SCIENCE PREP,94%,96%,88%,3.21,3.42,2.35,N/A,4.37,3.83
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,66%,100%,77%,4.64,4.42,3.72,N/A,4.24,4.39
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,58%,72%,71%,N/A,N/A,N/A,N/A,N/A,4.33
06M349,HARBOR HEIGHTS,99%,100%,100%,3.34,3.69,3.77,N/A,4.15,4.21
06M366,WASHINGTON HEIGHTS ACADEMY,94%,83%,99%,3.86,3.59,3.90,N/A,4.17,3.62
06M368,HAMILTON HEIGHTS SCHOOL,94%,100%,N/A,3.52,3.28,2.42,N/A,3.88,4.65
06M423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,51%,100%,68%,3.72,3.70,3.11,N/A,4.21,3.82
06M457,GEORGE WASHINGTON YABC,57%,97%,80%,4.51,4.84,4.44,N/A,4.26,4.68
06M462,THE COLLEGE ACADEMY,48%,74%,75%,3.81,3.82,3.64,N/A,4.10,3.86
06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,77%,100%,87%,2.83,3.60,2.40,N/A,3.67,3.47
06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,51%,92%,81%,3.48,3.66,2.91,N/A,4.11,4.42
06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,93%,93%,93%,N/A,N/A,N/A,N/A,N/A,4.00
06M513,CASTLE BRIDGE SCHOOL,64%,75%,N/A,4.26,3.48,3.77,N/A,4.32,4.03
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,100%,100%,100%,3.68,3.95,3.91,N/A,4.45,3.58
06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,26%,93%,33%,3.60,3.54,2.79,N/A,2.79,3.50
06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,58%,85%,75%,3.70,4.00,3.77,N/A,3.94,4.06
07X001,P.S. 001 COURTLANDT SCHOOL,77%,40%,N/A,3.01,2.77,2.63,N/A,2.57,2.86
07X005,P.S. 5 PORT MORRIS,49%,95%,89%,3.27,3.36,4.12,N/A,2.74,3.02
07X018,P.S. 018 JOHN PETER ZENGER,100%,81%,N/A,3.57,3.58,2.97,N/A,3.88,3.89
07X025,P.S. 025 BILINGUAL SCHOOL,36%,62%,N/A,3.61,3.47,3.50,N/A,3.10,3.56
07X029,P.S./M.S. 029 MELROSE SCHOOL,34%,89%,97%,3.74,2.78,4.06,N/A,3.13,3.34
07X030,P.S. 030 WILTON,64%,94%,N/A,3.86,3.87,3.46,N/A,3.73,4.16
07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,57%,97%,94%,2.75,3.13,2.16,N/A,2.74,3.47
07X043,P.S. 043 JONAS BRONCK,58%,98%,N/A,3.74,4.03,3.44,N/A,3.19,3.89
07X049,P.S. 049 WILLIS AVENUE,61%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.74
07X065,P.S. 065 MOTHER HALE ACADEMY,100%,77%,N/A,3.68,3.86,3.33,N/A,3.18,3.65
07X151,J.H.S. 151 LOU GEHRIG,63%,95%,99%,N/A,N/A,N/A,N/A,N/A,3.94
07X154,P.S. 154 JONATHAN D. HYATT,46%,95%,N/A,4.45,4.11,4.35,N/A,2.87,4.07
07X157,P.S. 157 GROVE HILL,39%,58%,N/A,4.22,3.72,4.22,N/A,3.85,3.95
07X161,P.S. 161 JUAN PONCE DE LEON SCHOOL,65%,94%,N/A,2.88,2.62,2.96,N/A,2.74,2.83
07X179,P.S. 179,45%,82%,N/A,3.84,3.68,2.44,N/A,3.22,3.77
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,83%,100%,97%,4.58,4.20,4.44,N/A,3.18,4.18
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223,53%,98%,82%,3.84,2.72,4.52,N/A,3.36,3.28
07X224,P.S./I.S. 224,72%,88%,80%,1.92,2.82,2.64,N/A,3.36,2.37
07X259,"H.E.R.O. HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HIGH SCHOOL)",17%,43%,62%,N/A,N/A,N/A,N/A,N/A,3.72
07X277,P.S. 277,37%,88%,N/A,3.66,3.22,3.32,N/A,3.87,3.30
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,63%,93%,92%,3.36,3.41,2.73,N/A,2.79,3.07
07X298,ACADEMY OF PUBLIC RELATIONS,90%,96%,100%,2.47,2.82,3.12,N/A,3.47,3.04
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,38%,94%,91%,4.25,4.24,3.95,N/A,3.30,4.03
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,30%,100%,87%,4.41,4.15,4.09,N/A,3.61,4.14
07X359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,77%,94%,N/A,4.66,4.44,4.60,N/A,2.96,3.98
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,99%,100%,N/A,3.65,3.79,3.32,N/A,3.90,4.57
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,22%,93%,50%,N/A,N/A,N/A,N/A,N/A,4.32
07X381,BRONX HAVEN HIGH SCHOOL,33%,87%,75%,2.78,3.14,2.92,N/A,3.33,3.32
07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,59%,92%,86%,4.88,4.72,4.57,N/A,4.73,4.77
07X456,ALFRED E. SMITH CAMPUS YABC,4%,100%,74%,3.95,4.15,3.74,N/A,3.52,3.95
07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,29%,100%,66%,2.46,2.76,2.72,N/A,2.65,2.85
07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,87%,100%,95%,4.04,4.86,3.77,N/A,4.94,4.47
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,30%,61%,91%,3.84,3.76,3.21,N/A,3.89,4.09
07X522,BRONX DESIGN AND CONSTRUCTION ACADEMY,12%,98%,74%,2.67,1.98,2.66,N/A,3.01,2.73
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,44%,73%,77%,3.61,3.13,2.96,N/A,3.75,3.47
07X547,NEW EXPLORERS HIGH SCHOOL,7%,64%,57%,N/A,N/A,N/A,N/A,N/A,N/A
07X548,CAREERS IN SPORTS HIGH SCHOOL,10%,83%,56%,4.07,4.10,3.49,N/A,3.56,4.03
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,20%,90%,73%,3.52,3.89,4.48,N/A,3.62,3.64
07X557,MOTT HAVEN COMMUNITY HIGH SCHOOL,51%,74%,86%,3.81,3.93,2.89,N/A,4.44,4.10
07X584,I.S. 584,37%,77%,89%,N/A,N/A,N/A,N/A,N/A,N/A
07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,29%,43%,86%,2.54,3.01,2.38,N/A,3.10,3.05
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,82%,100%,90%,3.58,3.39,2.70,N/A,3.27,2.53
08X014,P.S. X014 SENATOR JOHN CALANDRA,72%,100%,N/A,4.57,4.20,3.55,N/A,3.87,4.33
08X036,P.S. 036 UNIONPORT,70%,80%,N/A,4.69,4.28,3.72,N/A,4.57,4.61
08X048,P.S. 048 JOSEPH R. DRAKE,20%,65%,N/A,2.36,2.50,2.98,N/A,1.38,1.28
08X062,P.S. 062 INOCENSIO CASANOVA,83%,69%,N/A,4.47,3.84,3.56,N/A,3.89,4.06
08X069,P.S. 069 JOURNEY PREP SCHOOL,74%,80%,N/A,4.41,3.87,4.84,N/A,3.85,4.08
08X071,P.S. 071 ROSE E. SCALA,62%,81%,96%,4.02,3.25,3.82,N/A,2.96,3.28
08X072,P.S. 072 DR. WILLIAM DORNEY,53%,91%,N/A,4.39,3.56,3.60,N/A,3.87,3.68
08X075,P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,48%,98%,N/A,3.98,3.87,4.30,N/A,3.02,3.39
08X093,P.S. 093 ALBERT G. OLIVER,49%,18%,N/A,N/A,N/A,N/A,N/A,3.87,3.73
08X100,P.S. 100 ISAAC CLASON,59%,100%,N/A,4.34,3.18,3.99,N/A,2.40,3.52
08X101,M.S. X101 EDWARD R. BYRNE,67%,63%,93%,N/A,N/A,N/A,N/A,N/A,3.95
08X107,P.S. 107,88%,100%,N/A,3.57,3.63,3.18,N/A,3.22,3.65
08X119,THE DR. EMMETT W. BASSETT SCHOOL,52%,83%,N/A,2.11,2.74,3.14,N/A,2.62,2.86
08X123,J.H.S. 123 JAMES M. KIERAN,60%,91%,78%,N/A,N/A,N/A,N/A,N/A,3.73
08X125,J.H.S. 125 HENRY HUDSON,20%,52%,0%,N/A,N/A,N/A,N/A,N/A,N/A
08X130,P.S. 130 ABRAM STEVENS HEWITT,86%,98%,N/A,3.88,3.41,2.49,N/A,3.84,4.25
08X131,J.H.S. 131 ALBERT EINSTEIN,39%,88%,98%,N/A,N/A,N/A,N/A,N/A,3.22
08X138,P.S. 138 SAMUEL RANDALL,53%,96%,N/A,3.07,2.48,2.86,N/A,3.11,3.18
08X140,P.S. X140 THE EAGLE SCHOOL,53%,91%,N/A,3.44,3.15,2.56,N/A,3.05,3.57
08X146,P.S. 146 EDWARD COLLINS,61%,94%,N/A,3.60,3.40,3.08,N/A,2.96,3.25
08X152,P.S. 152 EVERGREEN,67%,47%,N/A,N/A,N/A,N/A,N/A,N/A,2.58
08X182,P.S. 182,53%,72%,N/A,3.64,3.06,3.68,N/A,3.80,3.52
08X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,58%,88%,78%,3.25,2.99,2.56,N/A,3.15,3.55
08X282,WOMEN'S ACADEMY OF EXCELLENCE,65%,100%,80%,3.77,3.47,3.42,N/A,1.82,2.65
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,39%,91%,88%,4.59,4.47,4.32,N/A,3.36,4.39
08X301,M.S. 301 PAUL L. DUNBAR,67%,91%,89%,N/A,N/A,N/A,N/A,N/A,3.00
08X302,M.S. 302 LUISA DESSUS CRUZ,67%,70%,85%,3.38,3.90,3.97,N/A,3.89,3.75
08X304,P.S. 304 EARLY CHILDHOOD SCHOOL,82%,100%,N/A,3.67,3.64,3.57,N/A,4.00,3.94
08X312,MILLENNIUM ART ACADEMY,36%,82%,80%,3.23,2.99,2.20,N/A,3.53,3.57
08X320,PELHAM LAB HIGH SCHOOL,21%,82%,65%,3.23,3.51,2.86,N/A,3.81,3.28
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,20%,73%,43%,N/A,N/A,N/A,N/A,N/A,N/A
08X333,THE LONGWOOD ACADEMY OF DISCOVERY,57%,74%,N/A,2.71,2.70,2.74,N/A,2.91,3.00
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,41%,95%,92%,4.52,3.72,4.84,N/A,3.09,3.82
08X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,14%,41%,71%,3.37,3.55,2.47,N/A,N/A,N/A
08X349,BRONX RIVER HIGH SCHOOL,47%,91%,85%,4.14,3.95,3.43,N/A,3.16,3.49
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",37%,95%,90%,2.58,3.03,3.28,N/A,1.88,2.54
08X371,URBAN INSTITUTE OF MATHEMATICS,100%,100%,96%,4.17,4.15,3.88,N/A,4.68,4.03
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,83%,96%,92%,N/A,N/A,N/A,N/A,N/A,3.74
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,42%,92%,89%,2.58,2.90,2.13,N/A,3.61,3.49
08X377,BRONX COMMUNITY HIGH SCHOOL,5%,87%,74%,3.64,3.50,2.59,N/A,4.34,4.66
08X392,BRONX DELTA SCHOOL,89%,86%,N/A,4.23,3.55,3.66,N/A,4.23,4.15
08X405,HERBERT H. LEHMAN HIGH SCHOOL,25%,90%,71%,N/A,N/A,N/A,N/A,N/A,2.80
08X408,HERBERT H. LEHMAN YABC,16%,65%,41%,4.38,4.65,3.86,N/A,3.70,4.40
08X424,THE HUNTS POINT SCHOOL,47%,89%,61%,N/A,N/A,N/A,N/A,N/A,3.74
08X432,BRONX BRIDGES HIGH SCHOOL,62%,97%,78%,3.32,3.29,2.62,N/A,3.48,3.05
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,72%,83%,95%,4.04,2.88,4.30,N/A,3.51,3.27
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,7%,93%,64%,3.53,3.92,3.38,N/A,4.06,3.81
08X467,MOTT HALL COMMUNITY SCHOOL,46%,96%,93%,2.28,2.65,2.23,N/A,2.17,3.27
08X507,STEVENSON YABC,4%,64%,54%,4.24,4.40,3.71,N/A,N/A,N/A
08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",36%,100%,90%,N/A,N/A,N/A,N/A,N/A,N/A
08X530,LONGWOOD PREPARATORY ACADEMY,50%,100%,71%,N/A,N/A,N/A,N/A,N/A,4.07
08X537,BRONX ARENA HIGH SCHOOL,21%,100%,51%,N/A,N/A,N/A,N/A,N/A,4.87
08X558,WESTCHESTER SQUARE ACADEMY,26%,45%,69%,2.31,1.04,3.38,N/A,1.38,1.34
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,5%,83%,43%,2.14,2.88,2.23,N/A,3.08,3.30
08X561,BRONX COMPASS HIGH SCHOOL,15%,54%,73%,1.33,1.98,1.82,N/A,2.06,2.71
08X562,BLUEPRINT MIDDLE SCHOOL,25%,87%,86%,3.02,3.14,3.34,N/A,2.79,3.33
08X583,P.S. 583,68%,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
09X004,P.S./M.S. 004 CROTONA PARK WEST,55%,75%,86%,3.63,2.78,3.27,N/A,2.31,3.21
09X011,P.S. 011 HIGHBRIDGE,39%,49%,N/A,4.11,3.63,3.78,N/A,3.53,4.16
09X022,J.H.S. 022 JORDAN L. MOTT,73%,94%,77%,N/A,N/A,N/A,N/A,N/A,3.64
09X028,P.S. 028 MOUNT HOPE,29%,63%,N/A,3.44,3.14,3.33,N/A,2.88,3.08
09X035,P.S. 035 FRANZ SIEGEL,57%,43%,N/A,3.60,3.38,3.23,N/A,3.19,3.59
09X042,P.S. 042 CLAREMONT,78%,95%,N/A,3.50,3.90,3.46,N/A,3.64,3.59
09X053,P.S. 053 BASHEER QUISIM,58%,97%,N/A,4.35,3.83,3.58,N/A,2.65,3.59
09X055,P.S. 055 BENJAMIN FRANKLIN,71%,65%,N/A,2.83,3.17,3.24,N/A,2.40,3.25
09X058,P.S. 058,56%,64%,N/A,3.55,3.05,3.51,N/A,2.82,3.09
09X063,P.S. 063 AUTHOR'S ACADEMY,49%,96%,N/A,4.20,3.59,3.84,N/A,4.00,3.85
09X070,P.S. 070 MAX SCHOENFELD,52%,99%,N/A,3.33,3.30,3.25,N/A,2.88,3.12
09X073,P.S. 073 BRONX,20%,45%,N/A,2.42,2.34,2.71,N/A,2.31,1.90
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,52%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.40
09X109,P.S. 109 SEDGWICK,66%,100%,N/A,3.00,3.36,2.98,N/A,4.08,3.06
09X110,P.S. 110 THEODORE SCHOENFELD,21%,36%,N/A,3.61,3.84,3.79,N/A,N/A,N/A
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,67%,76%,N/A,3.43,3.42,3.43,N/A,2.40,3.42
09X117,I.S. 117 JOSEPH H. WADE,77%,98%,92%,N/A,N/A,N/A,N/A,N/A,3.22
09X126,P.S. 126 DR MARJORIE H DUNBAR,71%,74%,N/A,2.81,3.02,2.87,N/A,2.71,2.62
09X128,MOTT HALL III,62%,50%,97%,4.64,3.71,3.84,N/A,3.30,3.78
09X132,P.S. 132 GARRET A. MORGAN,60%,51%,N/A,3.35,2.80,2.90,N/A,1.72,1.68
09X163,P.S. 163 ARTHUR A. SCHOMBURG,70%,67%,N/A,2.37,2.90,3.06,N/A,2.23,2.20
09X170,P.S. 170,93%,87%,N/A,4.04,4.50,4.06,N/A,4.40,4.58
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,69%,67%,N/A,4.06,4.37,3.43,N/A,3.67,4.06
09X204,P.S. 204 MORRIS HEIGHTS,89%,98%,N/A,4.64,4.27,4.45,N/A,4.04,4.42
09X215,KAPPA,66%,63%,98%,3.64,4.00,3.74,N/A,3.16,3.95
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,79%,99%,100%,3.82,3.73,3.77,N/A,2.96,3.26
09X219,I.S. 219 NEW VENTURE SCHOOL,36%,85%,83%,N/A,N/A,N/A,N/A,N/A,3.65
09X227,BRONX COLLEGIATE ACADEMY,36%,96%,72%,N/A,N/A,N/A,N/A,N/A,4.17
09X229,I.S. 229 ROLAND PATTERSON,54%,59%,98%,2.64,2.71,2.28,N/A,3.55,4.12
09X231,EAGLE ACADEMY FOR YOUNG MEN,21%,74%,58%,2.77,2.86,2.71,N/A,3.61,2.63
09X232,I.S. 232,69%,89%,96%,2.77,2.35,2.33,N/A,2.32,3.72
09X236,P.S. 236 LANGSTON HUGHES,100%,97%,N/A,N/A,N/A,N/A,N/A,N/A,4.07
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",60%,97%,72%,4.03,3.07,4.05,N/A,3.83,3.76
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,44%,97%,89%,4.65,4.35,4.83,N/A,4.48,4.41
09X252,MOTT HALL BRONX HIGH SCHOOL,12%,93%,71%,3.40,3.90,3.23,N/A,3.38,3.77
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,54%,100%,79%,4.45,3.60,4.82,N/A,2.87,4.09
09X263,VALIDUS PREPARATORY ACADEMY,28%,85%,57%,3.70,3.56,2.74,N/A,3.75,4.03
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,35%,97%,N/A,4.15,3.66,3.71,N/A,3.87,3.71
09X294,THE WALTON AVENUE SCHOOL,56%,71%,N/A,4.41,4.55,4.06,N/A,3.36,3.70
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,41%,97%,83%,4.61,4.52,4.12,N/A,4.17,4.38
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,90%,97%,94%,4.86,4.87,4.07,N/A,3.76,4.71
09X311,LUCERO ELEMENTARY SCHOOL,64%,100%,N/A,3.22,3.50,3.88,N/A,3.55,3.35
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,49%,80%,90%,N/A,N/A,N/A,N/A,N/A,2.72
09X323,BRONX WRITING ACADEMY,33%,95%,81%,2.75,3.45,2.71,N/A,2.43,2.97
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,56%,100%,94%,4.44,3.78,4.04,N/A,4.23,3.96
09X325,URBAN SCIENCE ACADEMY,9%,97%,82%,N/A,N/A,N/A,N/A,N/A,N/A
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,46%,86%,81%,4.26,3.77,3.93,N/A,3.30,3.91
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,44%,76%,84%,N/A,N/A,N/A,N/A,N/A,4.21
09X329,DREAMYARD PREPARATORY SCHOOL,69%,100%,90%,4.29,3.86,3.77,N/A,4.06,3.94
09X339,I.S. 339,60%,82%,87%,N/A,N/A,N/A,N/A,N/A,3.37
09X350,NEW DIRECTIONS SECONDARY SCHOOL,51%,100%,93%,N/A,N/A,N/A,N/A,N/A,3.25
09X361,THE HIGHBRIDGE GREEN SCHOOL,99%,97%,100%,3.45,3.85,3.81,N/A,3.38,3.40
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,95%,100%,99%,4.23,3.87,4.81,N/A,3.44,3.89
